Paths,Labels
Dataset\drink\011490.jpg,drink
Dataset\yes\021556.jpg,yes
Dataset\year\020293.jpg,year
Dataset\computer\008101.jpg,computer
Dataset\no\014937.jpg,no
Dataset\book\003088.jpg,book
Dataset\deaf\010342.jpg,deaf
Dataset\help\014121.jpg,help
Dataset\candy\004864.jpg,candy
Dataset\black\002479.jpg,black
Dataset\before\001198.jpg,before
Dataset\computer\008148.jpg,computer
Dataset\help\014470.jpg,help
Dataset\computer\007692.jpg,computer
Dataset\thin\016041.jpg,thin
Dataset\no\014659.jpg,no
Dataset\no\015497.jpg,no
Dataset\cousin\008697.jpg,cousin
Dataset\deaf\009734.jpg,deaf
Dataset\before\001809.jpg,before
Dataset\who\019552.jpg,who
Dataset\deaf\009935.jpg,deaf
Dataset\computer\007439.jpg,computer
Dataset\computer\008263.jpg,computer
Dataset\drink\010591.jpg,drink
Dataset\who\018508.jpg,who
Dataset\all\000264.jpg,all
Dataset\fine\012438.jpg,fine
Dataset\drink\011069.jpg,drink
Dataset\yes\021288.jpg,yes
Dataset\drink\011289.jpg,drink
Dataset\help\014055.jpg,help
Dataset\year\020229.jpg,year
Dataset\walk\017231.jpg,walk
Dataset\all\000832.jpg,all
Dataset\clothes\006516.jpg,clothes
Dataset\before\001572.jpg,before
Dataset\no\014866.jpg,no
Dataset\thin\016408.jpg,thin
Dataset\who\019600.jpg,who
Dataset\who\019498.jpg,who
Dataset\go\013403.jpg,go
Dataset\computer\007787.jpg,computer
Dataset\chair\006181.jpg,chair
Dataset\yes\021926.jpg,yes
Dataset\no\015154.jpg,no
Dataset\before\001371.jpg,before
Dataset\book\003091.jpg,book
Dataset\help\014472.jpg,help
Dataset\candy\005039.jpg,candy
Dataset\walk\017049.jpg,walk
Dataset\thin\015772.jpg,thin
Dataset\deaf\010237.jpg,deaf
Dataset\yes\021459.jpg,yes
Dataset\go\013641.jpg,go
Dataset\cousin\009139.jpg,cousin
Dataset\drink\011336.jpg,drink
Dataset\before\001917.jpg,before
Dataset\who\018340.jpg,who
Dataset\deaf\009493.jpg,deaf
Dataset\book\004128.jpg,book
Dataset\who\019110.jpg,who
Dataset\yes\021176.jpg,yes
Dataset\deaf\009641.jpg,deaf
Dataset\help\014525.jpg,help
Dataset\chair\006014.jpg,chair
Dataset\cousin\008892.jpg,cousin
Dataset\drink\011151.jpg,drink
Dataset\no\014849.jpg,no
Dataset\deaf\009816.jpg,deaf
Dataset\walk\016868.jpg,walk
Dataset\book\003620.jpg,book
Dataset\walk\017464.jpg,walk
Dataset\computer\007426.jpg,computer
Dataset\chair\005988.jpg,chair
Dataset\cousin\008475.jpg,cousin
Dataset\year\020164.jpg,year
Dataset\help\013982.jpg,help
Dataset\all\000726.jpg,all
Dataset\who\018975.jpg,who
Dataset\clothes\007181.jpg,clothes
Dataset\who\019409.jpg,who
Dataset\yes\021392.jpg,yes
Dataset\before\001977.jpg,before
Dataset\fine\012466.jpg,fine
Dataset\before\001443.jpg,before
Dataset\black\002405.jpg,black
Dataset\computer\007347.jpg,computer
Dataset\yes\021031.jpg,yes
Dataset\black\002310.jpg,black
Dataset\walk\017985.jpg,walk
Dataset\before\001767.jpg,before
Dataset\clothes\007151.jpg,clothes
Dataset\yes\021631.jpg,yes
Dataset\help\013882.jpg,help
Dataset\thin\016246.jpg,thin
Dataset\computer\008247.jpg,computer
Dataset\before\001489.jpg,before
Dataset\candy\004908.jpg,candy
Dataset\yes\021696.jpg,yes
Dataset\drink\011276.jpg,drink
Dataset\candy\005165.jpg,candy
Dataset\help\014505.jpg,help
Dataset\deaf\009640.jpg,deaf
Dataset\drink\012015.jpg,drink
Dataset\cousin\008676.jpg,cousin
Dataset\go\013583.jpg,go
Dataset\thin\016553.jpg,thin
Dataset\cousin\009339.jpg,cousin
Dataset\cousin\008397.jpg,cousin
Dataset\candy\004639.jpg,candy
Dataset\deaf\010164.jpg,deaf
Dataset\deaf\010176.jpg,deaf
Dataset\drink\012269.jpg,drink
Dataset\fine\012832.jpg,fine
Dataset\walk\017055.jpg,walk
Dataset\go\013356.jpg,go
Dataset\before\001656.jpg,before
Dataset\walk\017192.jpg,walk
Dataset\book\002862.jpg,book
Dataset\candy\005432.jpg,candy
Dataset\chair\005909.jpg,chair
Dataset\black\002532.jpg,black
Dataset\black\002184.jpg,black
Dataset\walk\017211.jpg,walk
Dataset\deaf\010053.jpg,deaf
Dataset\book\003323.jpg,book
Dataset\year\020711.jpg,year
Dataset\drink\010437.jpg,drink
Dataset\drink\011580.jpg,drink
Dataset\walk\018246.jpg,walk
Dataset\chair\005904.jpg,chair
Dataset\no\015218.jpg,no
Dataset\computer\008064.jpg,computer
Dataset\candy\004813.jpg,candy
Dataset\before\002127.jpg,before
Dataset\drink\011964.jpg,drink
Dataset\no\014710.jpg,no
Dataset\before\001012.jpg,before
Dataset\deaf\010251.jpg,deaf
Dataset\before\002089.jpg,before
Dataset\black\002477.jpg,black
Dataset\before\000982.jpg,before
Dataset\book\003878.jpg,book
Dataset\go\013607.jpg,go
Dataset\drink\010698.jpg,drink
Dataset\no\015420.jpg,no
Dataset\candy\004835.jpg,candy
Dataset\drink\010581.jpg,drink
Dataset\candy\005268.jpg,candy
Dataset\black\002738.jpg,black
Dataset\deaf\009669.jpg,deaf
Dataset\before\001247.jpg,before
Dataset\clothes\007004.jpg,clothes
Dataset\all\000801.jpg,all
Dataset\thin\016431.jpg,thin
Dataset\clothes\007086.jpg,clothes
Dataset\before\002075.jpg,before
Dataset\deaf\010243.jpg,deaf
Dataset\before\001484.jpg,before
Dataset\cousin\009283.jpg,cousin
Dataset\yes\021027.jpg,yes
Dataset\year\019725.jpg,year
Dataset\book\003291.jpg,book
Dataset\year\020953.jpg,year
Dataset\yes\021689.jpg,yes
Dataset\cousin\008878.jpg,cousin
Dataset\before\001517.jpg,before
Dataset\help\014318.jpg,help
Dataset\fine\012896.jpg,fine
Dataset\who\019185.jpg,who
Dataset\thin\016665.jpg,thin
Dataset\go\013787.jpg,go
Dataset\black\002433.jpg,black
Dataset\no\015456.jpg,no
Dataset\cousin\008724.jpg,cousin
Dataset\who\018821.jpg,who
Dataset\yes\021383.jpg,yes
Dataset\walk\017543.jpg,walk
Dataset\clothes\006585.jpg,clothes
Dataset\book\003218.jpg,book
Dataset\computer\007667.jpg,computer
Dataset\fine\012869.jpg,fine
Dataset\yes\021462.jpg,yes
Dataset\drink\011899.jpg,drink
Dataset\walk\017608.jpg,walk
Dataset\all\000797.jpg,all
Dataset\fine\012461.jpg,fine
Dataset\who\019512.jpg,who
Dataset\computer\008391.jpg,computer
Dataset\yes\021329.jpg,yes
Dataset\drink\010610.jpg,drink
Dataset\candy\005310.jpg,candy
Dataset\year\019782.jpg,year
Dataset\book\003102.jpg,book
Dataset\yes\021145.jpg,yes
Dataset\go\013242.jpg,go
Dataset\clothes\006694.jpg,clothes
Dataset\all\000027.jpg,all
Dataset\drink\010995.jpg,drink
Dataset\drink\011369.jpg,drink
Dataset\book\003100.jpg,book
Dataset\walk\016890.jpg,walk
Dataset\help\014104.jpg,help
Dataset\no\015390.jpg,no
Dataset\drink\011141.jpg,drink
Dataset\chair\005701.jpg,chair
Dataset\no\014851.jpg,no
Dataset\computer\008296.jpg,computer
Dataset\cousin\009239.jpg,cousin
Dataset\yes\021537.jpg,yes
Dataset\computer\007597.jpg,computer
Dataset\cousin\008959.jpg,cousin
Dataset\who\018993.jpg,who
Dataset\drink\011061.jpg,drink
Dataset\drink\010807.jpg,drink
Dataset\candy\005119.jpg,candy
Dataset\black\002232.jpg,black
Dataset\who\019344.jpg,who
Dataset\computer\008360.jpg,computer
Dataset\before\001591.jpg,before
Dataset\yes\021697.jpg,yes
Dataset\chair\006473.jpg,chair
Dataset\cousin\009094.jpg,cousin
Dataset\deaf\009899.jpg,deaf
Dataset\walk\017390.jpg,walk
Dataset\before\001593.jpg,before
Dataset\before\001083.jpg,before
Dataset\drink\011218.jpg,drink
Dataset\book\003222.jpg,book
Dataset\computer\007853.jpg,computer
Dataset\thin\015822.jpg,thin
Dataset\who\019058.jpg,who
Dataset\book\003547.jpg,book
Dataset\no\015200.jpg,no
Dataset\clothes\006868.jpg,clothes
Dataset\clothes\006513.jpg,clothes
Dataset\walk\017381.jpg,walk
Dataset\thin\016308.jpg,thin
Dataset\drink\012043.jpg,drink
Dataset\drink\011051.jpg,drink
Dataset\no\015100.jpg,no
Dataset\help\014014.jpg,help
Dataset\drink\010490.jpg,drink
Dataset\before\001905.jpg,before
Dataset\chair\005726.jpg,chair
Dataset\computer\008261.jpg,computer
Dataset\thin\016583.jpg,thin
Dataset\all\000435.jpg,all
Dataset\candy\004857.jpg,candy
Dataset\yes\021651.jpg,yes
Dataset\book\002835.jpg,book
Dataset\black\002204.jpg,black
Dataset\book\003446.jpg,book
Dataset\walk\017067.jpg,walk
Dataset\year\020687.jpg,year
Dataset\clothes\006963.jpg,clothes
Dataset\computer\007507.jpg,computer
Dataset\book\004281.jpg,book
Dataset\thin\016350.jpg,thin
Dataset\year\019774.jpg,year
Dataset\who\018838.jpg,who
Dataset\who\019210.jpg,who
Dataset\walk\016937.jpg,walk
Dataset\go\013714.jpg,go
Dataset\drink\011505.jpg,drink
Dataset\thin\015974.jpg,thin
Dataset\deaf\010245.jpg,deaf
Dataset\fine\013133.jpg,fine
Dataset\clothes\007241.jpg,clothes
Dataset\cousin\008686.jpg,cousin
Dataset\before\000933.jpg,before
Dataset\fine\012400.jpg,fine
Dataset\book\003485.jpg,book
Dataset\year\019897.jpg,year
Dataset\drink\010884.jpg,drink
Dataset\before\001369.jpg,before
Dataset\computer\007591.jpg,computer
Dataset\book\004205.jpg,book
Dataset\before\001548.jpg,before
Dataset\cousin\009304.jpg,cousin
Dataset\drink\012070.jpg,drink
Dataset\cousin\008816.jpg,cousin
Dataset\deaf\009718.jpg,deaf
Dataset\deaf\009914.jpg,deaf
Dataset\walk\018169.jpg,walk
Dataset\computer\007480.jpg,computer
Dataset\drink\011098.jpg,drink
Dataset\before\001936.jpg,before
Dataset\candy\004900.jpg,candy
Dataset\book\003992.jpg,book
Dataset\book\003448.jpg,book
Dataset\cousin\009417.jpg,cousin
Dataset\before\001186.jpg,before
Dataset\cousin\008978.jpg,cousin
Dataset\book\003022.jpg,book
Dataset\who\018998.jpg,who
Dataset\chair\006212.jpg,chair
Dataset\candy\004596.jpg,candy
Dataset\drink\011100.jpg,drink
Dataset\deaf\010044.jpg,deaf
Dataset\drink\011388.jpg,drink
Dataset\walk\017185.jpg,walk
Dataset\fine\012440.jpg,fine
Dataset\who\018737.jpg,who
Dataset\candy\005143.jpg,candy
Dataset\candy\004994.jpg,candy
Dataset\help\014339.jpg,help
Dataset\black\002292.jpg,black
Dataset\before\001217.jpg,before
Dataset\fine\012954.jpg,fine
Dataset\book\003604.jpg,book
Dataset\walk\017257.jpg,walk
Dataset\no\014715.jpg,no
Dataset\yes\021526.jpg,yes
Dataset\before\001660.jpg,before
Dataset\help\013985.jpg,help
Dataset\all\000843.jpg,all
Dataset\book\002978.jpg,book
Dataset\computer\007409.jpg,computer
Dataset\no\014613.jpg,no
Dataset\before\002092.jpg,before
Dataset\year\020150.jpg,year
Dataset\chair\006368.jpg,chair
Dataset\book\003064.jpg,book
Dataset\no\015342.jpg,no
Dataset\all\000792.jpg,all
Dataset\yes\022069.jpg,yes
Dataset\black\002634.jpg,black
Dataset\book\003298.jpg,book
Dataset\clothes\007156.jpg,clothes
Dataset\chair\005522.jpg,chair
Dataset\chair\006005.jpg,chair
Dataset\no\014768.jpg,no
Dataset\book\004101.jpg,book
Dataset\no\014781.jpg,no
Dataset\yes\021715.jpg,yes
Dataset\deaf\010060.jpg,deaf
Dataset\walk\017364.jpg,walk
Dataset\all\000015.jpg,all
Dataset\candy\004779.jpg,candy
Dataset\black\002793.jpg,black
Dataset\cousin\009365.jpg,cousin
Dataset\no\015595.jpg,no
Dataset\cousin\008937.jpg,cousin
Dataset\chair\005923.jpg,chair
Dataset\fine\012859.jpg,fine
Dataset\who\019606.jpg,who
Dataset\cousin\008545.jpg,cousin
Dataset\drink\011231.jpg,drink
Dataset\year\020341.jpg,year
Dataset\thin\015870.jpg,thin
Dataset\black\002607.jpg,black
Dataset\drink\011229.jpg,drink
Dataset\no\015416.jpg,no
Dataset\thin\016646.jpg,thin
Dataset\clothes\007039.jpg,clothes
Dataset\who\019077.jpg,who
Dataset\all\000006.jpg,all
Dataset\cousin\008744.jpg,cousin
Dataset\walk\018084.jpg,walk
Dataset\candy\005013.jpg,candy
Dataset\thin\016103.jpg,thin
Dataset\thin\016100.jpg,thin
Dataset\all\000462.jpg,all
Dataset\fine\013080.jpg,fine
Dataset\go\013207.jpg,go
Dataset\thin\016694.jpg,thin
Dataset\walk\017164.jpg,walk
Dataset\go\013813.jpg,go
Dataset\before\001939.jpg,before
Dataset\deaf\009846.jpg,deaf
Dataset\year\020889.jpg,year
Dataset\candy\004871.jpg,candy
Dataset\cousin\009441.jpg,cousin
Dataset\yes\021128.jpg,yes
Dataset\computer\007976.jpg,computer
Dataset\cousin\008488.jpg,cousin
Dataset\no\014656.jpg,no
Dataset\no\015132.jpg,no
Dataset\computer\007705.jpg,computer
Dataset\walk\017050.jpg,walk
Dataset\help\013832.jpg,help
Dataset\candy\005070.jpg,candy
Dataset\clothes\007223.jpg,clothes
Dataset\who\019321.jpg,who
Dataset\drink\012182.jpg,drink
Dataset\walk\017806.jpg,walk
Dataset\fine\012363.jpg,fine
Dataset\walk\017781.jpg,walk
Dataset\candy\005466.jpg,candy
Dataset\computer\007512.jpg,computer
Dataset\computer\007665.jpg,computer
Dataset\cousin\008887.jpg,cousin
Dataset\all\000569.jpg,all
Dataset\no\015732.jpg,no
Dataset\help\014477.jpg,help
Dataset\no\014645.jpg,no
Dataset\no\014923.jpg,no
Dataset\clothes\007182.jpg,clothes
Dataset\computer\008047.jpg,computer
Dataset\deaf\010036.jpg,deaf
Dataset\who\018477.jpg,who
Dataset\black\002334.jpg,black
Dataset\yes\021508.jpg,yes
Dataset\yes\021056.jpg,yes
Dataset\black\002526.jpg,black
Dataset\year\019840.jpg,year
Dataset\year\020727.jpg,year
Dataset\go\013407.jpg,go
Dataset\chair\006490.jpg,chair
Dataset\drink\012341.jpg,drink
Dataset\candy\004455.jpg,candy
Dataset\yes\021807.jpg,yes
Dataset\no\015672.jpg,no
Dataset\deaf\010008.jpg,deaf
Dataset\fine\012351.jpg,fine
Dataset\clothes\006734.jpg,clothes
Dataset\book\003893.jpg,book
Dataset\black\002614.jpg,black
Dataset\fine\012558.jpg,fine
Dataset\clothes\006936.jpg,clothes
Dataset\before\001576.jpg,before
Dataset\year\020223.jpg,year
Dataset\computer\007989.jpg,computer
Dataset\help\014085.jpg,help
Dataset\before\001584.jpg,before
Dataset\no\015658.jpg,no
Dataset\before\001521.jpg,before
Dataset\before\001618.jpg,before
Dataset\cousin\009255.jpg,cousin
Dataset\computer\007622.jpg,computer
Dataset\go\013206.jpg,go
Dataset\candy\005059.jpg,candy
Dataset\black\002319.jpg,black
Dataset\all\000406.jpg,all
Dataset\all\000220.jpg,all
Dataset\book\004124.jpg,book
Dataset\yes\022080.jpg,yes
Dataset\cousin\009179.jpg,cousin
Dataset\who\018622.jpg,who
Dataset\before\002038.jpg,before
Dataset\computer\007948.jpg,computer
Dataset\before\001023.jpg,before
Dataset\computer\007435.jpg,computer
Dataset\all\000267.jpg,all
Dataset\walk\018241.jpg,walk
Dataset\book\003828.jpg,book
Dataset\no\015036.jpg,no
Dataset\year\020792.jpg,year
Dataset\before\001352.jpg,before
Dataset\thin\016701.jpg,thin
Dataset\candy\004666.jpg,candy
Dataset\before\001264.jpg,before
Dataset\book\003585.jpg,book
Dataset\chair\005525.jpg,chair
Dataset\computer\007914.jpg,computer
Dataset\computer\007473.jpg,computer
Dataset\candy\004724.jpg,candy
Dataset\drink\011567.jpg,drink
Dataset\thin\016864.jpg,thin
Dataset\walk\017682.jpg,walk
Dataset\candy\004763.jpg,candy
Dataset\go\013293.jpg,go
Dataset\drink\012286.jpg,drink
Dataset\deaf\009505.jpg,deaf
Dataset\fine\012407.jpg,fine
Dataset\book\003518.jpg,book
Dataset\help\014127.jpg,help
Dataset\book\003834.jpg,book
Dataset\fine\012515.jpg,fine
Dataset\candy\004709.jpg,candy
Dataset\book\003308.jpg,book
Dataset\chair\006292.jpg,chair
Dataset\walk\017168.jpg,walk
Dataset\candy\005441.jpg,candy
Dataset\cousin\008511.jpg,cousin
Dataset\thin\015828.jpg,thin
Dataset\thin\016414.jpg,thin
Dataset\year\020067.jpg,year
Dataset\go\013252.jpg,go
Dataset\cousin\009271.jpg,cousin
Dataset\no\014688.jpg,no
Dataset\candy\005089.jpg,candy
Dataset\cousin\009265.jpg,cousin
Dataset\before\000896.jpg,before
Dataset\help\013996.jpg,help
Dataset\before\001226.jpg,before
Dataset\drink\010480.jpg,drink
Dataset\chair\006409.jpg,chair
Dataset\who\019103.jpg,who
Dataset\candy\004755.jpg,candy
Dataset\walk\017703.jpg,walk
Dataset\clothes\006956.jpg,clothes
Dataset\chair\006111.jpg,chair
Dataset\clothes\006762.jpg,clothes
Dataset\cousin\009129.jpg,cousin
Dataset\thin\016675.jpg,thin
Dataset\thin\016855.jpg,thin
Dataset\candy\004861.jpg,candy
Dataset\help\014148.jpg,help
Dataset\chair\006267.jpg,chair
Dataset\deaf\010390.jpg,deaf
Dataset\book\003797.jpg,book
Dataset\book\003905.jpg,book
Dataset\yes\021273.jpg,yes
Dataset\no\015026.jpg,no
Dataset\yes\021155.jpg,yes
Dataset\deaf\009573.jpg,deaf
Dataset\who\019081.jpg,who
Dataset\walk\017247.jpg,walk
Dataset\computer\007703.jpg,computer
Dataset\walk\018022.jpg,walk
Dataset\thin\016376.jpg,thin
Dataset\walk\017876.jpg,walk
Dataset\black\002789.jpg,black
Dataset\chair\006269.jpg,chair
Dataset\before\001181.jpg,before
Dataset\drink\011322.jpg,drink
Dataset\all\000062.jpg,all
Dataset\help\013839.jpg,help
Dataset\candy\005423.jpg,candy
Dataset\cousin\008822.jpg,cousin
Dataset\before\001460.jpg,before
Dataset\deaf\009819.jpg,deaf
Dataset\candy\005359.jpg,candy
Dataset\yes\021970.jpg,yes
Dataset\no\015612.jpg,no
Dataset\walk\016986.jpg,walk
Dataset\cousin\009042.jpg,cousin
Dataset\computer\007337.jpg,computer
Dataset\walk\017284.jpg,walk
Dataset\fine\012732.jpg,fine
Dataset\help\014417.jpg,help
Dataset\before\001396.jpg,before
Dataset\yes\021663.jpg,yes
Dataset\book\003890.jpg,book
Dataset\walk\018253.jpg,walk
Dataset\all\000597.jpg,all
Dataset\chair\005621.jpg,chair
Dataset\walk\017322.jpg,walk
Dataset\yes\021983.jpg,yes
Dataset\walk\017488.jpg,walk
Dataset\chair\005640.jpg,chair
Dataset\candy\004850.jpg,candy
Dataset\book\003300.jpg,book
Dataset\no\015740.jpg,no
Dataset\deaf\009536.jpg,deaf
Dataset\who\019350.jpg,who
Dataset\book\003033.jpg,book
Dataset\no\015632.jpg,no
Dataset\before\002095.jpg,before
Dataset\yes\021859.jpg,yes
Dataset\help\013886.jpg,help
Dataset\drink\011748.jpg,drink
Dataset\book\003857.jpg,book
Dataset\candy\004460.jpg,candy
Dataset\clothes\006602.jpg,clothes
Dataset\drink\011616.jpg,drink
Dataset\drink\011326.jpg,drink
Dataset\before\001830.jpg,before
Dataset\go\013579.jpg,go
Dataset\drink\011032.jpg,drink
Dataset\walk\017979.jpg,walk
Dataset\chair\005839.jpg,chair
Dataset\before\001485.jpg,before
Dataset\chair\006089.jpg,chair
Dataset\clothes\006912.jpg,clothes
Dataset\deaf\010070.jpg,deaf
Dataset\walk\017408.jpg,walk
Dataset\drink\010994.jpg,drink
Dataset\book\003648.jpg,book
Dataset\candy\004930.jpg,candy
Dataset\help\014506.jpg,help
Dataset\no\015354.jpg,no
Dataset\computer\007345.jpg,computer
Dataset\book\003832.jpg,book
Dataset\help\014330.jpg,help
Dataset\walk\017060.jpg,walk
Dataset\walk\016964.jpg,walk
Dataset\clothes\006691.jpg,clothes
Dataset\thin\016333.jpg,thin
Dataset\drink\011771.jpg,drink
Dataset\all\000028.jpg,all
Dataset\cousin\008710.jpg,cousin
Dataset\book\004148.jpg,book
Dataset\all\000806.jpg,all
Dataset\who\019464.jpg,who
Dataset\no\015723.jpg,no
Dataset\cousin\008820.jpg,cousin
Dataset\fine\012388.jpg,fine
Dataset\year\020049.jpg,year
Dataset\fine\012893.jpg,fine
Dataset\walk\016990.jpg,walk
Dataset\year\019926.jpg,year
Dataset\help\014240.jpg,help
Dataset\before\000986.jpg,before
Dataset\yes\021093.jpg,yes
Dataset\clothes\006584.jpg,clothes
Dataset\year\020291.jpg,year
Dataset\before\000926.jpg,before
Dataset\drink\011711.jpg,drink
Dataset\before\001004.jpg,before
Dataset\no\014913.jpg,no
Dataset\computer\008036.jpg,computer
Dataset\walk\017857.jpg,walk
Dataset\drink\012229.jpg,drink
Dataset\walk\017287.jpg,walk
Dataset\candy\005350.jpg,candy
Dataset\walk\017883.jpg,walk
Dataset\cousin\009195.jpg,cousin
Dataset\walk\017917.jpg,walk
Dataset\thin\016005.jpg,thin
Dataset\black\002799.jpg,black
Dataset\help\014220.jpg,help
Dataset\year\020611.jpg,year
Dataset\no\014919.jpg,no
Dataset\help\014564.jpg,help
Dataset\chair\005596.jpg,chair
Dataset\black\002325.jpg,black
Dataset\cousin\008646.jpg,cousin
Dataset\deaf\010075.jpg,deaf
Dataset\candy\005442.jpg,candy
Dataset\who\018474.jpg,who
Dataset\cousin\008726.jpg,cousin
Dataset\drink\012006.jpg,drink
Dataset\clothes\007183.jpg,clothes
Dataset\walk\017005.jpg,walk
Dataset\candy\005342.jpg,candy
Dataset\book\003731.jpg,book
Dataset\deaf\010131.jpg,deaf
Dataset\thin\016578.jpg,thin
Dataset\no\015144.jpg,no
Dataset\deaf\009932.jpg,deaf
Dataset\thin\016612.jpg,thin
Dataset\drink\012340.jpg,drink
Dataset\fine\012607.jpg,fine
Dataset\candy\004503.jpg,candy
Dataset\book\003981.jpg,book
Dataset\black\002164.jpg,black
Dataset\cousin\008994.jpg,cousin
Dataset\book\002897.jpg,book
Dataset\clothes\006628.jpg,clothes
Dataset\fine\012494.jpg,fine
Dataset\fine\012643.jpg,fine
Dataset\yes\021102.jpg,yes
Dataset\walk\017924.jpg,walk
Dataset\help\014102.jpg,help
Dataset\no\015527.jpg,no
Dataset\book\003196.jpg,book
Dataset\walk\017319.jpg,walk
